,ResponseId,MainBranch,Employment,RemoteWork,EdLevel,YearsCode,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,WorkExp,ConvertedCompYearly,C#,C,HTML/CSS,Python,Dart,Bash/Shell,JavaScript,Java,Haskell,Assembly,Go,Groovy,Crystal,PHP,Delphi,C++,Clojure,Kotlin,APL,Rust,TypeScript,COBOL,PowerShell,Scala,Elixir,F#,LISP,Ruby,Julia,MATLAB,Objective-C,Erlang,Swift,Fortran,OCaml,R,SQL,Perl,Lua,VBA
27297,27298,1,3,1,1,2,8,6,2,1,1,1,2,1,2,0.0,55500.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27306,27307,2,3,1,1,4,3,10,1,1,1,1,2,1,2,3.0,153550.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27308,27309,2,2,1,5,3,8,4,2,1,1,1,4,1,2,1.0,58654.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27313,27314,2,4,1,5,2,1,1,5,2,3,4,1,1,13,0.0,35000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27315,27316,2,2,3,1,1,1,11,5,1,1,1,35,1,2,0.0,7476.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27327,27328,2,2,1,4,2,9,24,5,1,1,4,4,1,2,0.0,35196.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27328,27329,2,2,1,4,1,1,14,5,1,1,4,1,1,12,0.0,32666.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27333,27334,2,4,1,2,3,9,4,2,1,1,4,4,1,1,1.0,30708.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
27334,27335,2,2,2,5,2,9,4,5,1,1,13,2,1,20,0.0,51192.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27335,27336,2,2,2,5,4,5,1,1,1,1,1,1,1,13,2.0,139000.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27346,27347,2,2,1,2,3,2,27,2,1,1,1,2,1,6,1.0,25596.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27347,27348,2,2,1,1,2,1,44,2,1,1,1,6,1,2,0.0,5544.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27348,27349,2,2,2,2,3,5,33,2,1,1,1,2,1,2,1.0,47425.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27349,27350,2,2,2,5,3,1,4,1,1,1,1,4,1,2,2.0,74651.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27352,27353,2,2,2,7,3,9,35,1,1,1,1,1,1,2,3.0,101351.0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27353,27354,2,2,2,2,2,1,43,5,1,1,3,2,1,3,0.0,35832.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27358,27359,2,1,1,1,4,1,50,2,1,1,1,6,1,2,2.0,78924.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27363,27364,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2.0,140000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27365,27366,2,1,1,5,2,1,15,2,1,1,1,77,1,6,2.0,70385.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27374,27375,2,2,3,1,4,7,43,1,1,1,1,1,1,2,3.0,63984.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27375,27376,2,2,2,2,2,4,71,2,1,1,1,5,1,6,1.0,21180.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27378,27379,2,2,1,5,1,1,11,5,1,1,1,1,1,2,0.0,24924.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27392,27393,2,2,2,2,3,2,6,2,1,1,1,2,1,2,1.0,20808.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27401,27402,2,1,1,1,2,1,1,2,4,1,2,41,3,8,1.0,180000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27403,27404,2,2,3,2,3,5,18,2,1,1,1,51,1,4,1.0,94150.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27407,27408,2,2,2,1,2,5,12,1,1,1,1,56,1,9,2.0,31993.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27410,27411,2,2,2,1,4,3,16,1,1,1,1,2,1,2,2.0,113544.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27415,27416,2,1,1,4,2,2,6,5,1,1,1,156,1,17,0.0,102372.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27416,27417,2,1,1,5,4,1,1,1,1,1,1,1,1,14,2.0,100800.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
27424,27425,1,2,1,9,2,1,32,1,1,1,1,17,1,2,1.0,27264.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430,27431,2,3,1,1,4,5,20,3,1,1,1,4,1,2,3.0,217548.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27435,27436,2,2,1,1,3,7,1,2,1,1,1,1,1,2,1.0,250000.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27436,27437,2,2,1,1,2,8,1,5,1,1,1,3,1,2,0.0,68000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27445,27446,2,2,1,1,2,8,18,2,1,1,1,20,1,2,0.0,14856.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27446,27447,2,2,1,1,2,2,49,5,1,1,1,6,1,9,0.0,42552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27450,27451,2,2,2,2,3,5,14,2,1,1,8,1,1,4,1.0,251279.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27451,27452,2,3,1,5,3,2,1,2,1,1,1,1,1,2,2.0,110000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27453,27454,2,2,1,1,4,1,3,1,2,3,9,2,1,14,1.0,132743.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27465,27466,2,2,1,2,3,5,50,2,1,1,1,1,1,9,1.0,25632.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27467,27468,2,2,2,5,2,4,1,5,1,1,1,51,1,1,0.0,62400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27475,27476,1,4,2,5,1,7,4,2,1,1,1,2,1,1,0.0,24312.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27482,27483,2,2,2,2,3,4,27,1,1,1,1,2,1,2,2.0,44796.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27490,27491,2,3,1,1,4,2,1,3,1,1,1,2,1,6,3.0,25000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27493,27494,1,2,1,1,4,4,3,1,1,1,1,3,1,2,3.0,100729.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27498,27499,2,2,1,5,2,8,42,2,1,1,1,4,1,4,0.0,13080.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27499,27500,2,2,1,2,4,5,11,2,1,1,1,35,1,9,2.0,184315.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27501,27502,2,2,2,1,2,1,1,2,1,1,1,1,1,9,0.0,160000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27504,27505,2,2,2,2,3,5,4,2,1,1,1,10,1,22,1.0,998184.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27508,27509,2,3,1,1,3,1,50,2,1,1,1,66,1,2,2.0,55200.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27509,27510,2,2,2,2,3,3,4,2,1,1,1,4,1,13,1.0,70336.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27512,27513,2,2,2,5,4,4,16,1,1,1,1,4,1,2,2.0,53028.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27513,27514,2,2,1,1,2,9,60,5,1,1,1,108,1,2,0.0,29000.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27516,27517,2,2,1,1,4,8,59,3,1,1,1,40,1,2,3.0,94103.0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27519,27520,1,2,2,1,2,3,14,5,1,1,1,1,1,13,0.0,37692.0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27535,27536,2,1,1,1,2,5,32,1,1,1,1,35,1,2,2.0,50496.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27536,27537,2,2,2,2,2,4,20,5,1,1,1,2,1,2,0.0,14076.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27556,27557,2,2,2,1,2,8,18,2,1,1,1,40,1,2,1.0,36112.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27562,27563,2,2,1,1,2,4,1,2,1,1,1,1,1,2,0.0,120750.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27568,27569,2,2,1,1,3,1,11,2,1,1,1,1,1,2,1.0,62316.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27572,27573,2,3,1,2,3,4,6,2,1,1,1,2,1,2,0.0,30528.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27576,27577,2,1,1,2,3,4,15,1,1,1,1,2,1,2,1.0,42657.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27578,27579,2,2,2,1,3,1,56,2,1,1,1,1,1,2,1.0,64333.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27579,27580,2,1,1,1,3,4,68,1,1,1,1,278,1,8,1.0,39756.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27580,27581,2,2,3,4,2,9,1,2,1,1,1,1,1,2,0.0,2600000.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27584,27585,2,3,1,1,3,1,6,2,1,1,1,4,1,5,2.0,138756.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27589,27590,2,2,2,2,1,1,27,2,1,1,1,1,1,2,0.0,15360.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27597,27598,2,2,1,7,2,7,11,2,1,1,1,35,1,4,1.0,31164.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27599,27600,2,2,1,4,2,1,1,2,1,1,1,33,4,6,0.0,50000.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27605,27606,2,2,3,4,1,4,11,5,1,1,1,135,1,2,0.0,5484.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27612,27613,2,2,1,1,4,4,1,1,1,1,1,66,1,5,3.0,290000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27617,27618,1,2,3,5,3,8,1,2,1,1,2,1,1,2,1.0,70000.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27619,27620,2,2,1,9,3,4,46,2,1,1,1,96,1,2,1.0,58188.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27623,27624,2,1,1,1,3,1,29,2,1,1,1,1,1,9,2.0,99080.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27626,27627,2,2,2,5,3,5,3,1,1,1,3,1,1,2,2.0,74180.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27628,27629,2,2,1,4,3,1,1,1,1,1,1,1,1,2,1.0,75000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27633,27634,2,2,1,1,2,5,3,2,1,1,1,56,1,2,0.0,59344.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27634,27635,2,2,2,1,2,4,59,2,2,3,3,260,1,3,0.0,47052.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27642,27643,2,2,1,1,4,8,1,1,1,1,1,3,1,2,3.0,750000.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27643,27644,2,2,1,1,3,4,11,1,1,1,1,135,1,34,2.0,17448.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27644,27645,2,1,1,5,1,1,37,5,1,1,1,2,1,2,0.0,15600.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27645,27646,2,1,3,4,3,2,56,2,1,1,3,1,1,2,1.0,57900.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27655,27656,2,2,2,1,4,5,1,3,1,1,1,1,1,2,3.0,300000.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27661,27662,2,2,1,1,3,4,1,2,1,1,1,1,1,2,1.0,200000.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27672,27673,2,2,1,5,3,7,1,2,1,1,1,12,1,6,2.0,200000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27675,27676,2,7,1,2,3,2,11,2,1,1,1,70,1,2,1.0,157548.0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27691,27692,1,3,1,6,5,2,29,3,1,1,1,1,1,2,3.0,77848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27694,27695,2,2,1,1,4,3,1,1,7,1,18,56,1,3,2.0,143000.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27697,27698,2,6,2,7,4,8,29,3,1,1,1,1,1,2,3.0,81387.0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27698,27699,2,2,1,5,3,5,14,3,1,1,1,1,1,2,3.0,56538.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27702,27703,2,2,2,1,2,4,29,5,1,1,2,1,1,8,0.0,54494.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27711,27712,2,2,1,1,2,4,1,5,1,1,1,40,1,2,0.0,2160000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27715,27716,1,3,1,1,4,2,29,4,1,1,1,45,1,2,3.0,70771.0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
27716,27717,2,2,1,1,4,8,1,1,1,1,1,3,1,6,2.0,116000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27721,27722,2,2,2,9,4,9,4,1,1,1,1,172,2,2,3.0,95979.0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
27725,27726,2,2,2,7,2,1,3,2,1,1,3,1,1,2,0.0,103071.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27727,27728,2,2,1,6,2,4,1,1,2,1,1,1,1,9,1.0,247500.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27733,27734,2,2,1,2,2,9,1,2,1,1,1,1,1,2,1.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27737,27738,2,2,3,2,2,1,75,2,2,1,1,36,1,2,0.0,27862.0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27738,27739,2,2,1,1,4,3,1,1,1,1,1,1,1,4,3.0,300000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27750,27751,2,4,2,7,3,1,29,2,1,1,1,41,1,2,2.0,70771.0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27753,27754,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1.0,155000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27755,27756,2,1,1,1,2,4,62,5,1,1,3,36,1,2,0.0,3312.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27756,27757,2,2,1,2,2,8,1,2,1,1,1,1,1,2,1.0,150000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
27758,27759,2,2,1,1,2,1,75,2,1,1,1,15,1,2,0.0,33240.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27762,27763,2,2,1,1,2,1,1,2,1,1,1,1,1,2,0.0,100000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27766,27767,2,2,1,5,3,4,3,2,1,1,1,22,1,3,1.0,62467.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27771,27772,1,2,3,7,3,4,68,2,1,1,1,108,1,2,2.0,24100.0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27772,27773,2,3,1,2,4,5,1,3,1,1,1,3,1,2,3.0,225000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27773,27774,2,2,3,1,3,1,40,2,1,1,1,40,1,2,1.0,61176.0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27778,27779,2,2,2,1,2,5,1,5,1,1,1,1,1,9,0.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27781,27782,2,2,2,1,3,5,1,2,1,1,1,20,1,2,1.0,6060000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
